Sample_Date,Year,JD,Station_ID,Latitude,Longitude,DepthName,Sample Depth (m),Pbahamense (cells/L),Temp (degC),Salinity (psu),Corr Chl a Avg (ug/L)
10-Nov-21,2021,314,TB Pyrodinium Station 01,28.02,-82.675,B,2,0,NA,NA,12.66852528
10-Nov-21,2021,314,TB Pyrodinium Station 05,27.957,-82.622,B,4.4,0,NA,NA,9.336386026
10-Nov-21,2021,314,TB Pyrodinium Station 06,27.942,-82.675,B,3.7,0,NA,NA,12.81956582
10-Nov-21,2021,314,TB Pyrodinium Station 07,27.9055,-82.6046,B,2.9,0,NA,NA,8.222076737
10-Nov-21,2021,314,TB Pyrodinium Station 01,28.02,-82.675,S,0.5,0,21.8,17.05,10.54162789
10-Nov-21,2021,314,TB Pyrodinium Station 02,27.972,-82.673,S,0.5,0,22.17,17.17,8.539955424
10-Nov-21,2021,314,TB Pyrodinium Station 03,27.98,-82.62,S,0.5,0,22.69,16.09,3.751623533
10-Nov-21,2021,314,TB Pyrodinium Station 04,27.949,-82.561,S,0.5,0,20.77,20.24,4.377863812
10-Nov-21,2021,314,TB Pyrodinium Station 05,27.957,-82.622,S,0.5,0,20.83,18.18,7.992818775
10-Nov-21,2021,314,TB Pyrodinium Station 06,27.942,-82.675,S,0.5,0,20.58,20.43,9.712060839
10-Nov-21,2021,314,TB Pyrodinium Station 07,27.9055,-82.6046,S,0.5,0,20.35,18.75,8.854751652
10-Nov-21,2021,314,TB Pyrodinium Station 08,27.9244,-82.5496,S,0.5,0,20.57,20.63,5.411643834
10-Nov-21,2021,314,TB Pyrodinium Station 09,27.86111,-82.58911,S,0.5,0,20.2,20.62,5.655350828
10-Nov-21,2021,314,TB Pyrodinium Station 10/MML E 10,27.7723,-82.5789,S,0.5,0,20.78,24.08,3.914647136
