year,month,basin,BAY_SEG,segment,source,majbasin,h2oload,BAS_AREA,tnload,tpload,BODLOAD,tssload
2024,1,02301750,2,2,NPS,Coastal HB,617075.00013,3684.9787528,999.06368313,174.33128582,6390.3884811,31083.436676
2024,2,02301750,2,2,NPS,Coastal HB,520452.92607,3684.9787528,838.6637539,147.03436015,5389.7765799,26216.368459
2024,3,02301750,2,2,NPS,Coastal HB,178301.83123,3684.9787528,291.93575639,50.37246282,1846.4821427,8981.4587838
2024,4,02301750,2,2,NPS,Coastal HB,148075.4484,3684.9787528,244.73106313,41.833137483,1533.4596923,7458.8888266
2024,5,02301750,2,2,NPS,Coastal HB,106592.44297,3684.9787528,178.10361125,30.113677652,1103.8643918,5369.2978171
2024,6,02301750,2,2,NPS,Coastal HB,1076193.4188,3684.9787528,1728.0785976,304.03789239,11144.9889,54210.249933
2024,7,02301750,2,2,NPS,Coastal HB,3114764.0942,3684.9787528,5149.4796738,888.21223253,31645.223057,154658.53217
2024,8,02301750,2,2,NPS,Coastal HB,3975804.5574,3684.9787528,6474.9724649,1133.7482183,40393.178503,197412.09236
2024,9,02301750,2,2,NPS,Coastal HB,4576604.7972,3684.9787528,7494.7204396,1305.0735919,46497.158459,227243.8486
2024,10,02301750,2,2,NPS,Coastal HB,7874597.6942,3684.9787528,12886.568632,2245.5357089,80003.94026,391000.3082
2024,11,02301750,2,2,NPS,Coastal HB,1311185.412,3684.9787528,2109.988517,370.42602402,13578.550665,66047.317937
2024,12,02301750,2,2,NPS,Coastal HB,202532.83897,3684.9787528,325.83103562,57.218020873,2097.4168795,10202.028398
2022,1,02304500,2,2,NPS,Hillsborough R.,3726769.8519,161032.34803,1814.9369179,380.13052489,21052.108384,82556.070935
2022,2,02304500,2,2,NPS,Hillsborough R.,1480020.0706,161032.34803,270.84367293,71.04096339,8360.468764,32785.668768
2022,3,02304500,2,2,NPS,Hillsborough R.,27441.202994,161032.34803,5.0217401478,2.1129726305,155.01230357,607.88242659
2022,4,02304500,2,2,NPS,Hillsborough R.,9245018.9146,161032.34803,5473.0511974,1090.9122319,52224.083573,204797.3091
2022,5,02304500,2,2,NPS,Hillsborough R.,1617974.6223,161032.34803,406.11163021,168.26936072,9139.7586827,35841.66262
2022,6,02304500,2,2,NPS,Hillsborough R.,1650820.0378,161032.34803,411.0541894,148.5738034,9325.2987812,36569.260125
2022,7,02304500,2,2,NPS,Hillsborough R.,11156253.488,161032.34803,2041.5943883,1338.7504185,63150.011415,249134.05173
2022,8,02304500,2,2,NPS,Hillsborough R.,8359123.4106,161032.34803,7799.0621421,718.88461331,47316.846948,186670.39849
2022,9,02304500,2,2,NPS,Hillsborough R.,63571320,161032.34803,45580.63644,7755.70104,359845.67651,1419632.5445
2022,10,02304500,2,2,NPS,Hillsborough R.,38031154.56,161032.34803,37232.500314,6351.2028115,215275.48179,849286.51343
2022,11,02304500,2,2,NPS,Hillsborough R.,33494705.165,161032.34803,40093.162082,4119.8487353,189207.86403,741980.68715
2022,12,02304500,2,2,NPS,Hillsborough R.,27150705.569,161032.34803,22589.387033,4181.2086576,153371.31593,601447.27579
2023,1,02304500,2,2,NPS,Hillsborough R.,20200374.627,161032.34803,16806.71169,2888.6535717,114109.66949,447482.30423
2023,2,02304500,2,2,NPS,Hillsborough R.,6455913.4142,161032.34803,3925.1953558,309.88384388,36468.736819,143012.54624
2023,3,02304500,2,2,NPS,Hillsborough R.,2736.9178839,161032.34803,0.5008559727,0.3831685037,15.460544713,60.628693465
2023,4,02304500,2,2,NPS,Hillsborough R.,0,161032.34803,0,0,0,0
2023,5,02304500,2,2,NPS,Hillsborough R.,0,161032.34803,0,0,0,0
2023,6,02304500,2,2,NPS,Hillsborough R.,9126832.0781,161032.34803,8040.7390608,1651.9566061,51556.459279,202179.21321
2023,7,02304500,2,2,NPS,Hillsborough R.,20353786.077,161032.34803,21066.16859,6167.1971813,115212.67641,454527.24779
2023,8,02304500,2,2,NPS,Hillsborough R.,17269471.686,161032.34803,16164.225498,3246.660677,97753.904149,385650.38498
2023,9,02304500,2,2,NPS,Hillsborough R.,20272614.854,161032.34803,16785.725099,4764.0644908,114753.20643,452714.5859
2023,10,02304500,2,2,NPS,Hillsborough R.,462731.18679,161032.34803,105.0399794,64.78236615,2619.2914816,10333.405883
2023,11,02304500,2,2,NPS,Hillsborough R.,0,161032.34803,0,0,0,0
2023,12,02304500,2,2,NPS,Hillsborough R.,3003551.3051,161032.34803,847.00146803,420.49718271,16966.727253,66535.204603
2024,1,02304500,2,2,NPS,Hillsborough R.,8990295.0875,161032.34803,5070.5264293,809.12655787,50785.177005,199154.62142
2024,2,02304500,2,2,NPS,Hillsborough R.,7010831.232,161032.34803,4578.0727945,637.98564211,39603.405851,155305.18479
2024,3,02304500,2,2,NPS,Hillsborough R.,6597412.5832,161032.34803,4367.4871301,593.76713249,37268.049887,146147.06109
2024,4,02304500,2,2,NPS,Hillsborough R.,1879081.3901,161032.34803,1429.9809379,251.79690627,10614.721772,41625.746343
2024,5,02304500,2,2,NPS,Hillsborough R.,0,161032.34803,0,0,0,0
2024,6,02304500,2,2,NPS,Hillsborough R.,0,161032.34803,0,0,0,0
2024,7,02304500,2,2,NPS,Hillsborough R.,7819470.4264,161032.34803,3198.1634044,1071.2674484,44262.139367,174619.22606
2024,8,02304500,2,2,NPS,Hillsborough R.,55266534.813,161032.34803,15143.030539,19509.086789,312836.41127,1234175.5911
2024,9,02304500,2,2,NPS,Hillsborough R.,57466984.781,161032.34803,62639.013411,15975.821769,325292.06591,1283314.58
2024,10,02304500,2,2,NPS,Hillsborough R.,62111230.328,161032.34803,81676.267881,8012.3487123,351580.83388,1387026.7905
2024,11,02304500,2,2,NPS,Hillsborough R.,42551230.464,161032.34803,50082.798256,9956.9879286,240367.16814,942602.45204
2024,12,02304500,2,2,NPS,Hillsborough R.,8763418.9997,161032.34803,8456.6993348,1069.137118,49503.57922,194128.82183
2022,1,204-2,2,2,NPS,Alafia R.,817001.60599,18943.700523,968.49215734,250.43897607,4726.7000536,20467.1772
2022,2,204-2,2,2,NPS,Alafia R.,627317.79159,18943.700523,771.97468745,192.29438993,3629.2989113,15715.298852
2022,3,204-2,2,2,NPS,Alafia R.,812617.32672,18943.700523,980.03618909,249.09504431,4701.3351426,20357.344098
2022,4,204-2,2,2,NPS,Alafia R.,1281144.355,18943.700523,1792.8533159,392.7146264,7411.9622862,32094.684196
2022,5,204-2,2,2,NPS,Alafia R.,2175823.484,18943.700523,2670.7315694,666.96442388,12588.059684,54507.805708
2022,6,204-2,2,2,NPS,Alafia R.,3504870.8129,18943.700523,4696.6697419,1074.3629526,20277.160948,87802.53486
2022,7,204-2,2,2,NPS,Alafia R.,6496528.936,18943.700523,8428.5723722,2004.3401788,37891.278498,166052.15151
2022,8,204-2,2,2,NPS,Alafia R.,4626735.6956,18943.700523,5872.9848843,1427.4626254,26985.630712,118259.98534
2022,9,204-2,2,2,NPS,Alafia R.,31750330.865,18943.700523,37685.66779,9795.7639331,185185.14133,811542.71816
2022,10,204-2,2,2,NPS,Alafia R.,2004828.161,18943.700523,2480.5695943,618.53917289,11693.244645,51243.676867
2022,11,204-2,2,2,NPS,Alafia R.,4015912.2483,18943.700523,4717.2486728,1231.0146566,23233.751929,100604.92783
2022,12,204-2,2,2,NPS,Alafia R.,1292530.0374,18943.700523,1532.8564697,396.20472805,7477.8332777,32379.913477
2023,1,204-2,2,2,NPS,Alafia R.,1143669.8461,18943.700523,1400.1508457,350.57398068,6616.6140721,28650.731195
2023,2,204-2,2,2,NPS,Alafia R.,690013.05891,18943.700523,866.14744124,211.5126368,3992.017566,17285.914059
2023,3,204-2,2,2,NPS,Alafia R.,541718.73827,18943.700523,680.24347478,166.05534816,3134.0721615,13570.907728
2023,4,204-2,2,2,NPS,Alafia R.,662139.10212,18943.700523,862.6194662,202.96831431,3830.7549294,16587.627533
2023,5,204-2,2,2,NPS,Alafia R.,1349038.9282,18943.700523,1935.9489975,413.52663862,7804.7611262,33795.550206
2023,6,204-2,2,2,NPS,Alafia R.,3685970.9384,18943.700523,4544.6022513,1129.876344,21324.901817,92339.378278
2023,7,204-2,2,2,NPS,Alafia R.,4002823.5086,18943.700523,5155.9449827,1234.9702535,23346.636617,102312.7061
2023,8,204-2,2,2,NPS,Alafia R.,8333197.9024,18943.700523,11410.639905,2570.9980727,48603.727561,212997.6568
2023,9,204-2,2,2,NPS,Alafia R.,3375680.0347,18943.700523,4201.9836287,1041.4809494,19688.795906,86282.834743
2023,10,204-2,2,2,NPS,Alafia R.,1663309.455,18943.700523,2008.2641836,513.17218829,9701.3224151,42514.412905
2023,11,204-2,2,2,NPS,Alafia R.,1018636.4798,18943.700523,1172.7914577,312.24697126,5893.2431322,25518.44841
2023,12,204-2,2,2,NPS,Alafia R.,1100763.628,18943.700523,1231.9532892,337.4217552,6368.3834417,27575.862843
2024,1,204-2,2,2,NPS,Alafia R.,1576485.3659,18943.700523,1891.7305294,483.24676223,9120.6350255,39493.441751
2024,2,204-2,2,2,NPS,Alafia R.,1626987.9806,18943.700523,1914.5270715,498.72754346,9412.8140251,40758.611804
2024,3,204-2,2,2,NPS,Alafia R.,1303451.9799,18943.700523,1636.762108,399.55267751,7541.0213372,32653.52534
2024,4,204-2,2,2,NPS,Alafia R.,977381.5632,18943.700523,1273.3100335,299.60092627,5654.5659804,24484.947764
2024,5,204-2,2,2,NPS,Alafia R.,859849.79111,18943.700523,1167.7518385,263.57341244,4974.5949383,21540.591733
2024,6,204-2,2,2,NPS,Alafia R.,1907932.0104,18943.700523,2212.0817124,584.84651144,11038.194135,47796.702303
2024,7,204-2,2,2,NPS,Alafia R.,6139431.01,18943.700523,7893.5096817,1894.1666187,35808.489812,156924.6806
2024,8,204-2,2,2,NPS,Alafia R.,27081007.14,18943.700523,32825.353453,8355.1618452,157951.11415,692194.17708
2024,9,204-2,2,2,NPS,Alafia R.,12594914.845,18943.700523,15605.669016,3885.8433665,73460.371028,321927.71381
2024,10,204-2,2,2,NPS,Alafia R.,20799716.246,18943.700523,25700.854424,6417.2279365,121315.22059,531643.5388
2024,11,204-2,2,2,NPS,Alafia R.,5758826.1023,18943.700523,6738.1427643,1765.277451,33317.246193,144267.66537
2024,12,204-2,2,2,NPS,Alafia R.,1365877.1384,18943.700523,1596.3151709,418.68812677,7902.177298,34217.373895
2022,1,205-2,2,2,NPS,Hillsborough R.,325400.82723,7406.5742236,585.02045562,95.909149281,3719.2995284,19216.57466
2022,2,205-2,2,2,NPS,Hillsborough R.,249670.86139,7406.5742236,449.38895408,73.588380582,2853.7134491,14744.334822
2022,3,205-2,2,2,NPS,Hillsborough R.,329792.43425,7406.5742236,593.22871124,97.203538407,3769.4951657,19475.921401
2022,4,205-2,2,2,NPS,Hillsborough R.,695100.54838,7406.5742236,1256.5321302,204.87502391,7944.9310678,41049.224421
2022,5,205-2,2,2,NPS,Hillsborough R.,886107.1398,7406.5742236,1594.7988235,261.17260571,10128.117667,52329.135587
2022,6,205-2,2,2,NPS,Hillsborough R.,1382458.1852,7406.5742236,2495.2881093,407.46788993,15801.361416,81641.190512
2022,7,205-2,2,2,NPS,Hillsborough R.,7722275.3355,7406.5742236,14060.897762,2312.4366275,87036.94236,453797.33556
2022,8,205-2,2,2,NPS,Hillsborough R.,4821239.729,7406.5742236,8772.4349502,1443.7210349,54339.679196,283318.79505
2022,9,205-2,2,2,NPS,Hillsborough R.,17248407.609,7406.5742236,31319.056783,5165.0385138,194404.96404,1013597.8161
2022,10,205-2,2,2,NPS,Hillsborough R.,1699083.318,7406.5742236,3089.0543944,508.79078083,19150.187009,99846.152732
2022,11,205-2,2,2,NPS,Hillsborough R.,1362578.9022,7406.5742236,2449.0300273,401.60863894,15574.143161,80467.217695
2022,12,205-2,2,2,NPS,Hillsborough R.,609951.0882,7406.5742236,1096.6122865,179.7779387,6971.6810924,36020.715512
2023,1,205-2,2,2,NPS,Hillsborough R.,511179.68758,7406.5742236,919.9362753,150.66590144,5842.7336743,30187.761704
2023,2,205-2,2,2,NPS,Hillsborough R.,294251.46676,7406.5742236,529.96490596,86.728138006,3363.2653944,17377.046419
2023,3,205-2,2,2,NPS,Hillsborough R.,221433.19015,7406.5742236,398.8193299,65.265565149,2530.9596373,13076.756647
2023,4,205-2,2,2,NPS,Hillsborough R.,219049.58234,7406.5742236,395.00091776,64.563016853,2503.715234,12935.992477
2023,5,205-2,2,2,NPS,Hillsborough R.,394895.20552,7406.5742236,714.49946697,116.39203114,4513.6134538,23320.571322
2023,6,205-2,2,2,NPS,Hillsborough R.,815157.07518,7406.5742236,1467.3102147,240.26067258,9317.1653897,48139.17324
2023,7,205-2,2,2,NPS,Hillsborough R.,1904054.0739,7406.5742236,3466.1332137,570.16930763,21460.390556,111891.20149
2023,8,205-2,2,2,NPS,Hillsborough R.,5375056.1041,7406.5742236,9804.7241476,1609.5614401,60581.684541,315863.65839
2023,9,205-2,2,2,NPS,Hillsborough R.,2795693.942,7406.5742236,5083.7285831,837.17101373,31509.968489,164288.16726
2023,10,205-2,2,2,NPS,Hillsborough R.,1400583.9542,7406.5742236,2544.4432141,419.40509692,15785.83249,82304.921672
2023,11,205-2,2,2,NPS,Hillsborough R.,397129.48358,7406.5742236,713.3542163,117.05056575,4539.1510327,23452.51681
2023,12,205-2,2,2,NPS,Hillsborough R.,466987.48145,7406.5742236,838.14712043,137.64062142,5337.6210942,27577.987059
2024,1,205-2,2,2,NPS,Hillsborough R.,592861.88973,7406.5742236,1066.2711757,174.74104159,6776.3532306,35011.511383
2024,2,205-2,2,2,NPS,Hillsborough R.,596207.29157,7406.5742236,1071.6500814,175.72707057,6814.5908454,35209.074385
2024,3,205-2,2,2,NPS,Hillsborough R.,538916.94655,7406.5742236,970.63360445,158.84122458,6159.7678229,31825.787988
2024,4,205-2,2,2,NPS,Hillsborough R.,445820.51307,7406.5742236,803.92534849,131.40183602,5095.6847225,26327.969868
2024,5,205-2,2,2,NPS,Hillsborough R.,391660.68932,7406.5742236,707.25913515,115.43868477,4476.6432508,23129.556681
2024,6,205-2,2,2,NPS,Hillsborough R.,762637.06958,7406.5742236,1370.190443,224.78084391,8716.8668787,45037.59966
2024,7,205-2,2,2,NPS,Hillsborough R.,3865972.5083,7406.5742236,7037.1829484,1157.6661076,43572.964152,227182.78582
2024,8,205-2,2,2,NPS,Hillsborough R.,13247054.177,7406.5742236,24068.81264,3966.8325661,149306.13592,778459.40844
2024,9,205-2,2,2,NPS,Hillsborough R.,8942909.0693,7406.5742236,16259.560704,2677.9556012,100794.57509,525527.53321
2024,10,205-2,2,2,NPS,Hillsborough R.,30928415.003,7406.5742236,56227.704389,9261.5189925,348590.86952,1817499.5985
2024,11,205-2,2,2,NPS,Hillsborough R.,4073221.7519,7406.5742236,7320.1418658,1200.5477564,46556.524978,240544.47116
2024,12,205-2,2,2,NPS,Hillsborough R.,802573.60147,7406.5742236,1442.2858975,236.55179984,9173.3375198,47396.055086
2022,1,206-2,2,2,NPS,Coastal HB,878456.09742,18903.113018,1254.7841774,221.00815523,7654.1958668,41011.00048
2022,2,206-2,2,2,NPS,Coastal HB,684744.79705,18903.113018,985.84157985,172.27290566,5966.3434641,31967.527214
2022,3,206-2,2,2,NPS,Coastal HB,861190.28898,18903.113018,1234.5692908,216.66430186,7503.7547918,40204.940757
2022,4,206-2,2,2,NPS,Coastal HB,1566306.7967,18903.113018,2321.3306407,394.06246558,13647.601792,73123.52772
2022,5,206-2,2,2,NPS,Coastal HB,2208964.1069,18903.113018,3178.5547163,555.74670569,19247.227023,103126.18731
2022,6,206-2,2,2,NPS,Coastal HB,3575936.6747,18903.113018,5246.4597556,899.65926584,31157.982505,166943.73357
2022,7,206-2,2,2,NPS,Coastal HB,11330456.484,18903.113018,16774.446232,2914.8796541,99013.26814,529661.58674
2022,8,206-2,2,2,NPS,Coastal HB,7950189.1757,18903.113018,11712.347678,2045.2701713,69474.183474,371645.2042
2022,9,206-2,2,2,NPS,Coastal HB,36670481.66,18903.113018,53241.188193,9433.8688865,320451.71688,1714224.4472
2022,10,206-2,2,2,NPS,Coastal HB,3288375.1166,18903.113018,4817.197485,845.96924544,28736.067926,153720.72471
2022,11,206-2,2,2,NPS,Coastal HB,3595142.5308,18903.113018,5125.5731661,904.49121002,31325.327675,167840.36503
2022,12,206-2,2,2,NPS,Coastal HB,1448139.8528,18903.113018,2068.704801,364.33319585,12617.985246,67606.866609
2023,1,206-2,2,2,NPS,Coastal HB,1284855.8595,18903.113018,1847.7939254,323.25306191,11195.25317,59983.901787
2023,2,206-2,2,2,NPS,Coastal HB,786232.13954,18903.113018,1136.8166395,197.80580413,6850.6266966,36705.495866
2023,3,206-2,2,2,NPS,Coastal HB,606133.59076,18903.113018,876.47985357,152.49534622,5281.3854201,28297.538209
2023,4,206-2,2,2,NPS,Coastal HB,656737.55567,18903.113018,957.40216671,165.22664715,5722.309742,30660.0003
2023,5,206-2,2,2,NPS,Coastal HB,1253753.4104,18903.113018,1869.3158231,315.4280893,10924.25017,58531.874123
2023,6,206-2,2,2,NPS,Coastal HB,2916884.3189,18903.113018,4201.2183485,733.85024503,25415.503363,136175.6661
2023,7,206-2,2,2,NPS,Coastal HB,4916615.052,18903.113018,7267.0602707,1264.8511737,42964.740668,229835.58813
2023,8,206-2,2,2,NPS,Coastal HB,10457509.436,18903.113018,15676.709627,2690.3048021,91384.860562,488854.18246
2023,9,206-2,2,2,NPS,Coastal HB,5315924.5357,18903.113018,7797.6873259,1367.5777576,46454.179688,248501.99359
2023,10,206-2,2,2,NPS,Coastal HB,2634774.0786,18903.113018,3839.3285998,677.82347211,23024.455607,123167.02519
2023,11,206-2,2,2,NPS,Coastal HB,1064789.2382,18903.113018,1511.8431086,267.88715558,9277.7606187,49710.022034
2023,12,206-2,2,2,NPS,Coastal HB,1233696.3886,18903.113018,1741.722215,310.38200288,10749.488593,57595.505722
2024,1,206-2,2,2,NPS,Coastal HB,1816590.0015,18903.113018,2601.435265,457.03047224,15828.378586,84808.078222
2024,2,206-2,2,2,NPS,Coastal HB,1944486.3838,18903.113018,2773.262097,489.20754242,16942.770032,90778.961241
2024,3,206-2,2,2,NPS,Coastal HB,1514787.2018,18903.113018,2190.4089876,381.10080404,13198.69937,70718.319156
2024,4,206-2,2,2,NPS,Coastal HB,1123846.8162,18903.113018,1638.3612717,282.74527588,9792.3432723,52467.143725
2024,5,206-2,2,2,NPS,Coastal HB,919570.71094,18903.113018,1353.3146594,231.35205848,8012.4372243,42930.449204
2024,6,206-2,2,2,NPS,Coastal HB,2229511.4421,18903.113018,3170.0913393,560.91614858,19426.260817,104085.44615
2024,7,206-2,2,2,NPS,Coastal HB,8777211.1299,18903.113018,12967.874729,2258.0303078,76701.266215,410305.76135
2024,8,206-2,2,2,NPS,Coastal HB,55076201.839,18903.113018,80323.084933,14168.934887,481293.47202,2574631.3486
2024,9,206-2,2,2,NPS,Coastal HB,21810916.344,18903.113018,31961.053261,5611.0886952,190598.68518,1019588.6261
2024,10,206-2,2,2,NPS,Coastal HB,41724101.65,18903.113018,61104.395706,10733.966028,364613.70028,1950464.5657
2024,11,206-2,2,2,NPS,Coastal HB,6815371.6627,18903.113018,9708.8020927,1714.6590738,59383.946181,318177.77957
2024,12,206-2,2,2,NPS,Coastal HB,1618611.3541,18903.113018,2305.238913,407.22161351,14103.343779,75565.382509
2022,1,TBYPASS,2,2,NPS,Coastal HB,0,7074.1605291,0,0,0,0
2022,2,TBYPASS,2,2,NPS,Coastal HB,0,7074.1605291,0,0,0,0
2022,3,TBYPASS,2,2,NPS,Coastal HB,0,7074.1605291,0,0,0,0
2022,4,TBYPASS,2,2,NPS,Coastal HB,0,7074.1605291,0,0,0,0
2022,5,TBYPASS,2,2,NPS,Coastal HB,15959.117485,7074.1605291,22.586292638,4.6188408781,137.62361396,690.17035584
2022,6,TBYPASS,2,2,NPS,Coastal HB,73481.220322,7074.1605291,109.18095031,21.266718821,633.66606008,3177.7797252
2022,7,TBYPASS,2,2,NPS,Coastal HB,350061.38633,7074.1605291,508.90587565,102.19346931,2966.3402422,14850.931226
2022,8,TBYPASS,2,2,NPS,Coastal HB,0,7074.1605291,0,0,0,0
2022,9,TBYPASS,2,2,NPS,Coastal HB,2896487.038,7074.1605291,4004.4121825,845.5718648,24544.169673,122879.96185
2022,10,TBYPASS,2,2,NPS,Coastal HB,65321.039009,7074.1605291,92.428820989,19.069180024,553.51556683,2771.166132
2022,11,TBYPASS,2,2,NPS,Coastal HB,335459.4124,7074.1605291,463.65489776,97.087677207,2892.837697,14507.327378
2022,12,TBYPASS,2,2,NPS,Coastal HB,176069.89151,7074.1605291,244.60155337,50.957630525,1518.3405224,7614.3445769
2023,1,TBYPASS,2,2,NPS,Coastal HB,34033.745893,7074.1605291,48.098386855,9.8499467098,293.49035815,1471.82841
2023,2,TBYPASS,2,2,NPS,Coastal HB,1479.267036,7074.1605291,2.119330262,0.4281251179,12.756474517,63.972601089
2023,3,TBYPASS,2,2,NPS,Coastal HB,0,7074.1605291,0,0,0,0
2023,4,TBYPASS,2,2,NPS,Coastal HB,0,7074.1605291,0,0,0,0
2023,5,TBYPASS,2,2,NPS,Coastal HB,0,7074.1605291,0,0,0,0
2023,6,TBYPASS,2,2,NPS,Coastal HB,761274.64686,7074.1605291,1080.020144,220.32587088,6564.859756,32922.196005
2023,7,TBYPASS,2,2,NPS,Coastal HB,366985.47371,7074.1605291,531.30325335,107.1341205,3109.7510936,15568.915178
2023,8,TBYPASS,2,2,NPS,Coastal HB,606632.03557,7074.1605291,910.03622698,177.09417471,5140.4613294,25735.630925
2023,9,TBYPASS,2,2,NPS,Coastal HB,5797039.3209,7074.1605291,8230.7560707,1692.3304971,49122.787303,245932.38681
2023,10,TBYPASS,2,2,NPS,Coastal HB,76863.563516,7074.1605291,107.27850142,22.438790813,651.32428346,3260.8437838
2023,11,TBYPASS,2,2,NPS,Coastal HB,0,7074.1605291,0,0,0,0
2023,12,TBYPASS,2,2,NPS,Coastal HB,0,7074.1605291,0,0,0,0
2024,1,TBYPASS,2,2,NPS,Coastal HB,0,7074.1605291,0,0,0,0
2024,2,TBYPASS,2,2,NPS,Coastal HB,0,7074.1605291,0,0,0,0
2024,3,TBYPASS,2,2,NPS,Coastal HB,0,7074.1605291,0,0,0,0
2024,4,TBYPASS,2,2,NPS,Coastal HB,0,7074.1605291,0,0,0,0
2024,5,TBYPASS,2,2,NPS,Coastal HB,0,7074.1605291,0,0,0,0
2024,6,TBYPASS,2,2,NPS,Coastal HB,0,7074.1605291,0,0,0,0
2024,7,TBYPASS,2,2,NPS,Coastal HB,0,7074.1605291,0,0,0,0
2024,8,TBYPASS,2,2,NPS,Coastal HB,21103075.079,7074.1605291,29517.913267,6160.6236497,178822.63879,895272.45474
2024,9,TBYPASS,2,2,NPS,Coastal HB,22689090.937,7074.1605291,32130.482735,6623.6294804,192262.17497,962557.26066
2024,10,TBYPASS,2,2,NPS,Coastal HB,13493656.519,7074.1605291,19078.955438,3939.2050287,114342.16372,572452.0692
2024,11,TBYPASS,2,2,NPS,Coastal HB,690132.85996,7074.1605291,951.88309536,199.736224,5951.3678242,29845.587764
2024,12,TBYPASS,2,2,NPS,Coastal HB,111.34268013,7074.1605291,0.1534783647,0.0322244712,0.9601647486,4.8151420175
2022,1,02300500,3,3,NPS,L. Manatee R.,4078007.647,33466.897166,4294.1420523,835.99156763,19901.892593,73161.212796
2022,2,02300500,3,3,NPS,L. Manatee R.,3844846.5943,33466.897166,3337.3268438,876.6250235,18763.997172,68978.203133
2022,3,02300500,3,3,NPS,L. Manatee R.,3559193.6516,33466.897166,2697.8687879,1288.4281019,17369.925685,63853.466366
2022,4,02300500,3,3,NPS,L. Manatee R.,2166014.4192,33466.897166,736.44490253,493.85128758,10570.795854,38859.231164
2022,5,02300500,3,3,NPS,L. Manatee R.,1699529.9737,33466.897166,730.79788868,605.03267063,8294.2127438,30490.299387
2022,6,02300500,3,3,NPS,L. Manatee R.,8374048.416,33466.897166,13130.507916,2587.5809605,40867.851797,150234.03367
2022,7,02300500,3,3,NPS,L. Manatee R.,14308798.761,33466.897166,23223.18039,5179.7851516,67679.735737,239635.99158
2022,8,02300500,3,3,NPS,L. Manatee R.,9401793.0921,33466.897166,18568.541357,2529.0823418,44469.90153,157456.12528
2022,9,02300500,3,3,NPS,L. Manatee R.,43846224.768,33466.897166,79339.743718,11531.557114,207389.93922,734312.76271
2022,10,02300500,3,3,NPS,L. Manatee R.,27641430.144,33466.897166,45442.511157,7103.847547,130742.25997,462923.662
2022,11,02300500,3,3,NPS,L. Manatee R.,10910202.97,33466.897166,14641.492385,2662.0895246,53245.041811,195733.73819
2022,12,02300500,3,3,NPS,L. Manatee R.,7628798.4805,33466.897166,9970.839614,1739.3660536,37230.810022,136863.92899
2023,1,02300500,3,3,NPS,L. Manatee R.,5699031.2919,33466.897166,6650.7695176,1379.1655726,27812.971057,102243.07485
2023,2,02300500,3,3,NPS,L. Manatee R.,3520566.4114,33466.897166,3657.8685015,1049.1287906,17181.413242,63160.477048
2023,3,02300500,3,3,NPS,L. Manatee R.,1669279.8286,33466.897166,1317.0617848,497.44538894,8146.5830213,29947.598762
2023,4,02300500,3,3,NPS,L. Manatee R.,2713037.8752,33466.897166,2794.4290115,803.05921106,13240.433336,48673.067462
2023,5,02300500,3,3,NPS,L. Manatee R.,1617182.3566,33466.897166,1824.1816983,1707.7445686,7892.3318325,29012.947686
2023,6,02300500,3,3,NPS,L. Manatee R.,6251944.7232,33466.897166,8283.8267582,2594.5570601,30511.353374,112162.57984
2023,7,02300500,3,3,NPS,L. Manatee R.,2653369.8643,33466.897166,3895.1469607,1393.0191787,12550.275828,44437.197634
2023,8,02300500,3,3,NPS,L. Manatee R.,4070325.0705,33466.897166,5914.1823274,1681.0442541,19252.386572,68167.593982
2023,9,02300500,3,3,NPS,L. Manatee R.,10165457.203,33466.897166,14384.121943,4360.9811402,48081.985681,170245.55712
2023,10,02300500,3,3,NPS,L. Manatee R.,10302095.028,33466.897166,20387.84606,3399.6913591,48728.274164,172533.8932
2023,11,02300500,3,3,NPS,L. Manatee R.,2522758.0608,33466.897166,3188.7661889,693.75846672,12311.811137,45259.365675
2023,12,02300500,3,3,NPS,L. Manatee R.,3665549.3203,33466.897166,4757.8830177,934.71507667,17888.973043,65761.532849
2024,1,02300500,3,3,NPS,L. Manatee R.,7349344.7597,33466.897166,9399.8119477,1550.7117443,35866.992586,131850.40893
2024,2,02300500,3,3,NPS,L. Manatee R.,6031244.7757,33466.897166,6555.9630712,1278.6238925,29434.27186,108203.12777
2024,3,02300500,3,3,NPS,L. Manatee R.,3732291.7037,33466.897166,3318.0073246,798.7104246,18214.695764,66958.919941
2024,4,02300500,3,3,NPS,L. Manatee R.,1414495.9814,33466.897166,742.61039026,281.48470031,6903.1619195,25376.666857
2024,5,02300500,3,3,NPS,L. Manatee R.,491660.88898,33466.897166,239.43885293,107.1820738,2399.4516567,8820.6080116
2024,6,02300500,3,3,NPS,L. Manatee R.,887864.96448,33466.897166,1027.2597639,508.74662465,4333.0456169,15928.679694
2024,7,02300500,3,3,NPS,L. Manatee R.,9603220.6452,33466.897166,13780.621626,4705.5781161,45422.641434,160829.52455
2024,8,02300500,3,3,NPS,L. Manatee R.,75188416.041,33466.897166,98045.694518,31729.511569,355636.57111,1259214.7625
2024,9,02300500,3,3,NPS,L. Manatee R.,30494386.944,33466.897166,53487.1547,14637.305733,144236.5697,510703.43325
2024,10,02300500,3,3,NPS,L. Manatee R.,42201353.125,33466.897166,128207.71079,13757.641119,199609.79778,706765.34565
2024,11,02300500,3,3,NPS,L. Manatee R.,5063378.112,33466.897166,10886.262941,1215.2107469,24710.79411,90839.183147
